1, 20.18181818181818
1, 20.909090909090906
0.9230769230769229, 21.636363636363633
1, 22.909090909090906
1, 24.363636363636363
1, 23.27272727272727
1.9230769230769233, 22.727272727272726
2, 22.545454545454543
2, 21.999999999999996
1.9230769230769233, 21.27272727272727
2, 20.18181818181818
3.0000000000000004, 20.545454545454543
2.9230769230769233, 20.18181818181818
3.0000000000000004, 20.909090909090906
3.0000000000000004, 21.27272727272727
3.0000000000000004, 21.636363636363633
3.0000000000000004, 21.999999999999996
3.0000000000000004, 17.454545454545453
4.000000000000001, 18
4.000000000000001, 19.454545454545453
4.000000000000001, 20
4.000000000000001, 20.36363636363636
4.000000000000001, 19.818181818181816
5, 19.090909090909086
4.923076923076923, 18.909090909090906
5, 18.36363636363636
4.923076923076923, 17.636363636363633
5, 18
6.000000000000001, 18.36363636363636
6.000000000000001, 18
6.000000000000001, 17.27272727272727
6.000000000000001, 16.54545454545454
6.000000000000001, 16.909090909090906
6.000000000000001, 17.636363636363633
6.000000000000001, 17.090909090909086
4.000000000000001, 20
4.000000000000001, 19.818181818181816
1, 23.09090909090909
7.000000000000001, 17.818181818181816
7.000000000000001, 16.727272727272723
7.000000000000001, 17.090909090909086
7.000000000000001, 15.818181818181814
7.000000000000001, 15.090909090909088
7.000000000000001, 15.454545454545451
10.000000000000001, 16.18181818181818
10.000000000000001, 16.54545454545454
10.000000000000001, 15.636363636363633
10.000000000000001, 14.909090909090904
10.076923076923078, 15.27272727272727
10.000000000000001, 13.999999999999996
10.000000000000001, 12.545454545454543
10.000000000000001, 12.181818181818178
